ID,Predicted
0,2.43819336808595
1,4.243966555857874
2,4.232486091885098
3,2.779661127177053
4,4.268823897092379
5,4.253044155140768
6,0.17843977104690137
7,0.19854285683265607
8,4.135887865046939
9,0.36759792354267395
10,4.224524458368406
11,0.10760097234166902
12,3.028196015996359
13,4.045162711710234
14,3.2029368262929485
15,0.020251951729050536
16,0.23442141717573217
17,0.3006341031892597
18,1.8166220634642898
19,0.012375982358057548
20,4.261069673022878
21,1.9160134489314924
22,0.21651039942309486
23,0.31778904482473014
24,0.025273553509620815
25,4.233012446835336
26,4.083544545084037
27,4.2305819849236785
28,0.15802872439151802
29,4.262990373790205
30,0.05569623002797217
31,0.10973645914888595
32,0.7727144181390752
33,0.02762386480073281
34,4.263523103122365
35,0.12970905990285278
36,4.268503020878926
37,4.028646791885028
38,0.23622052509762176
39,4.13698699867225
40,0.85452838244927
41,4.250265948022615
42,4.242770766349993
43,0.14909105079991575
44,4.228809850891363
45,0.2803281655265684
46,1.4928920070453473
47,1.3913836241625162
48,4.1314609125667365
49,2.9053881877201815
50,1.9480043006839431
51,0.04484951782165364
52,4.222947446019664
53,4.235679563305092
54,4.232163837981431
55,0.4113792090681718
56,2.439527534828287
57,0.8327347018052755
58,4.233387509496363
59,0.026052709869134317
60,1.8010969337100342
61,4.2542766662143014
62,3.5390534369820754
63,4.247877102305589
64,4.21965707656957
65,4.22686216962039
66,1.5387320494594838
67,0.8140926099876403
68,0.9293883418452772
69,0.1479560447080575
70,0.22241353625126398
71,0.26662053537172287
72,4.227807531753423
73,0.042517330700641696
74,4.232061797133531
75,2.657088547926563
76,0.383773095426655
77,2.4775711052673475
78,0.8916024468117832
79,0.6340004327254365
80,4.227198323935673
81,0.06267808036398417
82,0.8668895530602911
83,4.230463076885748
84,4.242954182280567
85,0.05007775276034469
86,4.2403919733402216
87,0.14684702103452515
88,0.2668603634561027
89,4.225327043465289
90,4.2295407323946534
91,4.117070764930355
92,0.8081492963599984
93,0.1662930538797042
94,1.854176609224264
95,3.8968391355970953
96,1.8010574683646965
97,4.130807910009024
98,4.1914908765507075
99,4.1974637019644705
100,1.7095218568396238
101,4.2339967754116605
102,1.6911092618744639
103,2.467056264765295
104,4.161267589169637
105,4.260606105260764
106,4.268450172559729
107,4.190347324112071
108,0.0613308483300727
109,0.16515494030624472
110,4.229609864834264
111,0.359102182364364
112,4.256561610125949
113,1.3531313813220793
114,1.2067926575272512
115,0.9068393773299706
116,0.8445114990373259
117,0.17896612252929558
118,1.3446366144746908
119,0.42413968506599514
120,0.06673707723244056
121,1.457172036278914
122,0.1853303747472808
123,2.3134074651212937
124,3.441653494475426
125,4.265644086653085
126,0.29516363002877727
127,1.1353910940440801
128,4.223518373551608
129,1.6162035443921554
130,1.9399494429479172
131,1.0472889120236935
132,4.23579315784346
133,3.3627807168765274
134,1.1925597335988907
135,4.255524592995455
136,3.402610241049962
137,0.08107659593051811
138,4.228395917306022
139,0.17640096545840112
140,1.040948704903883
141,4.236750918956771
142,0.4145167260132365
143,1.78511409990222
144,0.21637125285537687
145,1.4520828405611603
146,4.194123717462167
147,4.243363138747177
148,4.064124734956539
149,4.102160444605702
150,4.128687436772009
151,0.016229373385624225
152,0.21779565145949034
153,1.1130603384569098
154,0.2833257965567299
155,0.12736971157654367
156,4.261312257415601
157,2.8288973030468547
158,0.06220854503271296
159,4.239177054666907
160,4.227889069480349
161,4.225712660042237
162,0.3011653417466097
163,2.503720559226369
164,0.06154741683373415
165,0.10010368716028295
166,2.394171427989808
167,4.23640668880115
168,3.4718310790583105
169,4.248467074656345
170,2.394171427989808
171,4.239507630782759
172,4.169345823277504
173,1.4796148042691097
174,0.9837480447194286
175,3.0603810590853224
176,0.028520005628673944
177,0.02066670988917674
178,4.244698012238824
179,1.4521540868581895
180,0.923557400479578
181,2.4832985922165887
182,0.4322757953035441
183,0.2936180302019336
184,0.25274571485894665
185,4.261926832997996
186,0.7772898374259852
187,3.526822510957051
188,4.246472852953942
189,0.4133357557467117
190,0.10636992773977406
191,1.4346419664597463
192,1.012209069391282
193,0.26752948510079555
194,0.6559949606089618
195,4.268823897092379
196,0.1662575410961116
197,0.9160054932277847
198,4.238729463050426
199,0.15267529859667742
200,4.260076012941108
201,4.136746646310025
202,4.240313719017849
203,4.097620335181956
204,0.07931820243263944
205,0.06354452856819642
206,4.260103376501932
207,0.19909834705382293
208,0.0904268746550875
209,4.2332620310527105
210,0.7553041710091314
211,0.3323322018141749
212,4.219539919610628
213,4.128981724852167
214,0.30023350980003016
215,4.260746447689971
216,0.2968787352525067
217,4.266390397238284
218,4.239288663143358
219,0.42671976171393655
220,4.227968379815878
221,2.0337771344075963
222,3.8215355769226815
223,0.10401611656635865
224,4.209037917228274
225,0.5398232077417293
226,0.05902830942169058
227,4.237735877202367
228,3.1671840015979957
229,4.238485649211736
230,3.544580104574382
231,0.14591110713522712
232,1.8065030163684799
233,4.25450689148241
234,4.217842884339883
235,0.22241353625126398
236,1.231252936299717
237,1.0573844405110975
238,4.234643497972134
239,4.239322581457584
240,1.0573844405110975
241,0.26256591068828194
242,0.07082814540990413
243,0.31598238268115686
244,4.140920250142675
245,0.2931612259062471
246,0.022096463487136876
247,4.225601871067593
248,4.221866358139695
249,4.234607367176233
250,0.5292836999876506
251,0.028478536523095208
252,4.2338411967155105
253,2.758295408792087
254,4.2412127651974645
255,0.46200957505306006
256,4.254517839992571
257,4.262602628069767
258,4.196125272284638
259,4.169928268437837
260,0.1125584928521095
261,4.231338309217823
262,4.068974966897689
263,1.700349271662402
264,0.6788199102083248
265,0.26511686928654404
266,3.5117454091702096
267,4.233468301948024
268,3.3516905925019875
269,4.245459067385123
270,4.20445967201124
271,0.4788998947892456
272,3.41219563457507
273,4.243025448293434
274,0.22621678115008384
275,0.04497249706001615
276,4.26800770273976
277,4.010552348954838
278,4.101572717428906
279,0.45354567895556686
280,0.09458630570230711
281,0.7560471160823894
282,0.18823270874386497
283,1.729981990655015
284,3.4675594427916168
285,4.241573899176273
286,2.8427703202088246
287,4.232613103598085
288,0.5197863293670596
289,0.31522482642100463
290,4.2626809010501985
